Staff_Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Quarter1_KPI_Score,Quarter2_KPI_Score,Quarter3_KPI_Score,Quarter4_KPI_Score
SN00309,34.0,Travel_Rarely,1153.0,Research & Development,1,2,Medical,110,1,Male,3,2,Manufacturing Director,2,Married,4325,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,61,41,59,62
SN00310,38.0,Travel_Frequently,693.0,Research & Development,7,3,Life Sciences,1382,4,Male,4,1,Research Scientist,3,Divorced,2610,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,51,31,61,65
SN00311,55.0,Travel_Rarely,111.0,Sales,1,2,Life Sciences,106,1,Male,3,3,Sales Executive,4,Married,10239,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,60,49,71,80
SN00313,40.0,Travel_Rarely,884.0,Research & Development,15,3,Life Sciences,1628,1,Female,2,3,Manufacturing Director,3,Married,10435,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,64,34,60,62
SN00314,,Travel_Rarely,1137.0,Research & Development,21,1,Life Sciences,942,4,Female,3,2,Healthcare Representative,4,Married,4014,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,59,41,60,63
SN00315,,Non-Travel,1476.0,Research & Development,1,3,Life Sciences,1315,3,Female,1,2,Laboratory Technician,4,Married,6674,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,71,53,85,85
SN00316,20.0,Travel_Rarely,727.0,Sales,9,1,Life Sciences,1680,4,Male,3,1,Sales Representative,1,Single,2728,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,52,47,75,64
SN00318,31.0,Travel_Rarely,1222.0,Research & Development,11,4,Life Sciences,895,4,Male,3,1,Research Scientist,4,Married,2356,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,61,39,65,60
SN00319,40.0,Travel_Rarely,1492.0,Research & Development,20,4,Technical Degree,1092,1,Male,3,3,Healthcare Representative,4,Married,10322,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,83,51,87,83
SN00320,50.0,Travel_Frequently,1421.0,Research & Development,2,3,Medical,1215,4,Female,3,4,Manager,1,Married,17856,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,67,43,67,69
SN00321,27.0,Travel_Frequently,591.0,Research & Development,2,3,Medical,1648,4,Male,3,1,Research Scientist,4,Single,2580,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,48,28,57,52
SN00322,,Travel_Rarely,1300.0,Research & Development,17,2,Medical,536,3,Male,3,2,Laboratory Technician,1,Divorced,4558,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,61,30,64,65
SN00323,36.0,Travel_Rarely,1383.0,Research & Development,10,3,Life Sciences,1790,4,Male,3,3,Healthcare Representative,1,Married,8321,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,53,30,57,54
SN00324,53.0,Travel_Rarely,447.0,Research & Development,2,3,Medical,1472,4,Male,4,4,Research Director,2,Single,16598,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,62,34,62,60
SN00325,42.0,Travel_Rarely,1128.0,Research & Development,13,3,Medical,1803,2,Male,4,2,Healthcare Representative,1,Married,5538,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,64,34,64,63
SN00326,37.0,Non-Travel,1040.0,Research & Development,2,2,Life Sciences,139,3,Male,2,2,Healthcare Representative,4,Divorced,5163,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,63,36,63,60
SN00327,43.0,Travel_Rarely,589.0,Research & Development,14,2,Life Sciences,843,2,Male,3,4,Research Director,1,Married,17159,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,68,44,72,62
SN00328,23.0,Travel_Rarely,373.0,Research & Development,1,2,Life Sciences,1270,4,Male,3,1,Research Scientist,3,Married,1223,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,56,32,63,59
SN00329,52.0,Travel_Rarely,258.0,Research & Development,8,4,Other,1409,3,Female,3,1,Laboratory Technician,1,Married,2950,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,59,39,60,64
SN00330,29.0,Travel_Rarely,1010.0,Research & Development,1,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,Divorced,3760,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,61,52,79,79
SN00331,50.0,Travel_Rarely,989.0,Research & Development,7,2,Medical,80,2,Female,2,5,Research Director,3,Divorced,18740,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,55,40,62,59
SN00332,42.0,Travel_Rarely,635.0,Sales,1,1,Life Sciences,387,2,Male,3,2,Sales Executive,3,Married,4907,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,59,45,66,71
SN00333,34.0,Travel_Rarely,628.0,Research & Development,8,3,Medical,2068,2,Male,4,2,Laboratory Technician,3,Married,4404,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2,61,47,73,70
SN00334,32.0,,1401.0,Sales,4,2,Life Sciences,330,3,Female,3,1,Sales Representative,2,Married,3931,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,60,52,73,78
SN00335,38.0,Travel_Rarely,119.0,Sales,0,3,Life Sciences,307,1,Male,3,3,Sales Executive,3,Divorced,10609,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,79,55,90,85
SN00336,30.0,Travel_Rarely,201.0,Research & Development,0,3,Technical Degree,197,4,Female,3,1,Research Scientist,1,Divorced,3204,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,51,43,70,65
SN00337,56.0,Travel_Rarely,,Sales,11,5,Marketing,1935,4,Female,2,2,Sales Executive,1,Married,5380,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,55,43,68,64
SN00338,27.0,Travel_Rarely,1469.0,Research & Development,1,2,Medical,497,4,Male,3,1,Laboratory Technician,2,Divorced,3816,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,52,41,58,63
SN00339,36.0,Travel_Rarely,922.0,Research & Development,0,2,Life Sciences,155,1,Female,3,1,Laboratory Technician,4,Divorced,2835,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,58,36,63,59
SN00340,40.0,,616.0,Research & Development,2,2,Life Sciences,1802,3,Female,3,1,Laboratory Technician,1,Married,3377,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,64,48,83,73
SN00342,33.0,Non-Travel,1313.0,Research & Development,1,2,Medical,1994,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,56,33,61,59
SN00343,36.0,Travel_Rarely,1299.0,Research & Development,27,3,Medical,13,3,Male,3,2,Healthcare Representative,3,Married,5237,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,63,47,71,69
SN00344,39.0,Travel_Frequently,443.0,Research & Development,8,1,Life Sciences,602,3,Female,3,1,Laboratory Technician,3,Married,3755,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,57,47,71,67
SN00345,36.0,Non-Travel,1229.0,Sales,8,4,Technical Degree,990,1,Male,3,2,Sales Executive,4,Divorced,5079,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,59,47,74,64
SN00346,,Travel_Rarely,,Research & Development,1,3,Life Sciences,350,1,Female,3,2,Manufacturing Director,3,Married,4898,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,57,43,72,67
SN00347,36.0,Travel_Rarely,676.0,Research & Development,1,3,Other,823,3,Female,3,2,Manufacturing Director,2,Married,5228,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,59,41,64,65
SN00348,37.0,Travel_Rarely,1305.0,Research & Development,10,4,Life Sciences,518,3,Male,3,2,Manufacturing Director,2,Single,4197,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,50,37,59,63
SN00349,51.0,Travel_Frequently,237.0,Sales,9,3,Life Sciences,1282,4,Male,3,5,Manager,2,Divorced,19847,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,69,49,71,80
SN00350,49.0,Travel_Rarely,301.0,Research & Development,22,4,Other,1655,1,Female,3,4,Research Director,2,Married,16413,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,54,38,60,60
SN00351,,Non-Travel,1225.0,Research & Development,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Divorced,5093,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,65,32,62,62
SN00353,33.0,Travel_Frequently,970.0,Sales,7,3,Life Sciences,1114,4,Female,3,2,Sales Executive,2,Married,4302,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,67,48,66,68
SN00354,,Travel_Rarely,775.0,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Divorced,4306,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,69,48,72,73
SN00355,46.0,Travel_Rarely,566.0,Research & Development,7,2,Medical,1007,4,Male,3,3,Manufacturing Director,3,Divorced,10845,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,51,47,71,64
SN00357,32.0,Travel_Frequently,689.0,Sales,9,2,Medical,195,4,Male,1,2,Sales Executive,4,Divorced,4668,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,53,30,60,63
SN00358,30.0,Travel_Frequently,160.0,Research & Development,0,3,Medical,680,3,Female,3,1,Research Scientist,3,Divorced,2083,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,58,38,58,62
SN00360,27.0,Travel_Rarely,1055.0,Research & Development,2,4,Life Sciences,1027,1,Female,3,2,Manufacturing Director,4,Married,4227,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,57,39,63,59
SN00361,42.0,Travel_Rarely,1396.0,Research & Development,6,3,Medical,1911,3,Male,3,3,Research Director,1,Married,13348,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7,54,45,75,69
SN00363,50.0,Travel_Rarely,316.0,Sales,8,4,Marketing,738,4,Male,3,1,Sales Representative,2,Married,3875,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,55,37,59,65
SN00365,31.0,Travel_Rarely,1154.0,Sales,2,2,Life Sciences,1996,1,Male,3,1,Sales Representative,3,Married,3067,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,50,31,58,60
SN00366,29.0,Travel_Frequently,1404.0,Sales,20,3,Technical Degree,974,3,Female,3,1,Sales Representative,4,Married,2157,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,66,50,75,75
SN00367,42.0,Travel_Rarely,1142.0,Research & Development,8,3,Life Sciences,1860,4,Male,3,1,Laboratory Technician,3,Single,3968,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,51,46,74,69
SN00368,36.0,Travel_Rarely,1266.0,Sales,10,4,Technical Degree,1880,2,Female,2,2,Sales Executive,3,Married,5673,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,61,49,81,77
SN00370,46.0,Travel_Rarely,1402.0,Sales,2,3,Marketing,1204,3,Female,3,4,Manager,1,Married,17048,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,65,35,60,63
SN00371,39.0,Travel_Rarely,722.0,Sales,24,1,Marketing,2056,2,Female,2,4,Sales Executive,4,Married,12031,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6,63,34,61,59
SN00372,30.0,Travel_Rarely,1358.0,Research & Development,24,1,Life Sciences,11,4,Male,3,1,Laboratory Technician,3,Divorced,2693,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,59,34,58,60
SN00373,36.0,Travel_Rarely,172.0,Research & Development,4,4,Life Sciences,1435,1,Male,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,58,38,58,62
SN00375,22.0,Non-Travel,457.0,Research & Development,26,2,Other,1605,2,Female,2,1,Research Scientist,3,Married,2814,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,58,39,62,62
SN00377,41.0,Travel_Rarely,509.0,Research & Development,7,2,Technical Degree,1085,2,Female,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,59,48,66,70
SN00378,,Travel_Rarely,992.0,Research & Development,1,3,Medical,1564,4,Male,2,1,Laboratory Technician,1,Single,2450,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2,57,46,73,63
SN00379,47.0,Travel_Rarely,1482.0,Research & Development,0,5,Life Sciences,447,4,Male,3,5,Research Director,3,Married,18300,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,61,36,65,60
SN00380,45.0,Travel_Rarely,,Research & Development,20,3,Medical,1460,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,58,39,65,64
SN00381,29.0,Travel_Frequently,995.0,Research & Development,2,1,Life Sciences,1590,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,41,27,55,53
SN00382,,Travel_Rarely,1167.0,Sales,0,3,Other,2060,4,Female,2,1,Sales Representative,3,Single,2966,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0,56,30,58,59
SN00383,51.0,Travel_Rarely,833.0,Research & Development,1,3,Life Sciences,353,3,Male,3,1,Research Scientist,4,Married,2723,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0,40,27,56,52
SN00384,34.0,Travel_Frequently,735.0,Research & Development,22,4,Other,1932,3,Male,2,2,Research Scientist,4,Married,5747,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,54,47,73,63
SN00385,,Travel_Rarely,755.0,Research & Development,9,4,Life Sciences,496,3,Male,2,2,Healthcare Representative,2,Single,6540,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,63,49,75,76
SN00387,42.0,Travel_Frequently,458.0,Research & Development,26,5,Medical,1242,1,Female,3,3,Research Director,1,Married,13191,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,74,52,86,84
SN00388,38.0,Travel_Rarely,364.0,Research & Development,0,5,Technical Degree,193,4,Female,3,2,Research Scientist,3,Single,4317,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,53,39,62,62
SN00390,39.0,Travel_Rarely,1462.0,Sales,6,3,Medical,1588,4,Male,4,3,Sales Executive,3,Married,8237,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6,65,46,69,66
SN00391,40.0,Travel_Rarely,329.0,Research & Development,1,4,Life Sciences,1361,2,Male,3,1,Laboratory Technician,2,Married,2387,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,67,45,69,70
SN00392,45.0,Travel_Rarely,538.0,Research & Development,1,4,Technical Degree,1553,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,62,50,75,80
SN00393,40.0,Travel_Rarely,1194.0,Research & Development,2,4,Medical,2051,3,Female,3,1,Research Scientist,3,Married,2001,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2,55,30,58,61
SN00395,32.0,Travel_Rarely,1018.0,Research & Development,0,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,69,53,87,87
SN00396,50.0,Travel_Rarely,813.0,Research & Development,17,5,Life Sciences,1656,4,Female,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,57,44,67,65
SN00397,37.0,Travel_Frequently,319.0,Sales,4,4,Marketing,311,1,Male,3,1,Sales Representative,4,Divorced,2793,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,64,39,61,59
SN00399,,Travel_Frequently,944.0,Sales,1,3,Marketing,314,3,Female,3,3,Sales Executive,3,Single,8789,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,60,48,67,69
SN00400,31.0,Travel_Frequently,1125.0,Sales,7,4,Marketing,1833,1,Female,3,3,Sales Executive,1,Married,9637,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,54,48,65,71
SN00401,38.0,Travel_Rarely,1153.0,Research & Development,6,2,Other,1782,4,Female,2,1,Laboratory Technician,3,Married,3702,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,56,47,75,63
SN00402,27.0,Travel_Frequently,1242.0,Sales,20,3,Life Sciences,293,4,Female,3,2,Sales Executive,3,Single,9981,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,51,40,64,63
SN00403,46.0,Travel_Rarely,945.0,Human Resources,0,2,Medical,103,2,Male,3,2,Human Resources,2,Divorced,5021,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,59,40,64,60
SN00404,41.0,Travel_Rarely,933.0,Research & Development,9,4,Life Sciences,200,3,Male,3,1,Laboratory Technician,1,Married,2238,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,63,31,64,62
SN00405,40.0,Travel_Rarely,1308.0,Research & Development,14,3,Medical,1128,3,Male,2,5,Research Director,3,Single,19626,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,53,30,63,59
SN00406,30.0,Travel_Rarely,1329.0,Sales,29,4,Life Sciences,1211,3,Male,3,2,Sales Executive,1,Divorced,4115,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,67,43,72,70
SN00407,30.0,Travel_Rarely,853.0,Research & Development,7,4,Life Sciences,1224,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,63,49,80,77
SN00408,34.0,Travel_Rarely,546.0,Research & Development,10,3,Life Sciences,934,2,Male,3,1,Laboratory Technician,2,Divorced,2008,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,50,46,74,66
SN00409,40.0,Travel_Rarely,118.0,Sales,14,2,Life Sciences,1598,4,Female,3,2,Sales Executive,1,Married,4639,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,63,38,58,65
SN00410,29.0,Travel_Rarely,1090.0,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Divorced,2297,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,55,40,61,63
SN00411,46.0,Travel_Rarely,1450.0,Research & Development,15,2,Life Sciences,1217,4,Male,3,5,Research Director,2,Married,19081,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,52,37,60,63
SN00412,41.0,Travel_Rarely,802.0,Sales,9,1,Life Sciences,176,3,Male,3,3,Sales Executive,3,Divorced,8189,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,58,36,63,65
SN00413,39.0,Non-Travel,1251.0,Sales,21,4,Life Sciences,1929,1,Female,1,2,Sales Executive,3,Married,5736,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,47,30,60,60
SN00414,29.0,Travel_Frequently,490.0,Research & Development,10,3,Life Sciences,1143,4,Female,3,1,Research Scientist,2,Divorced,3291,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,61,37,64,62
SN00415,52.0,Travel_Rarely,1490.0,Research & Development,4,2,Life Sciences,546,4,Female,3,4,Manager,4,Married,16555,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,57,30,64,64
SN00416,37.0,Travel_Rarely,1439.0,Research & Development,4,1,Life Sciences,1394,3,Male,3,1,Research Scientist,3,Married,2996,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,56,31,58,62
SN00417,29.0,Travel_Rarely,1176.0,Sales,0,2,Medical,690,2,Female,3,2,Sales Executive,3,Married,5561,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,66,45,76,78
SN00418,44.0,Travel_Rarely,528.0,Human Resources,1,3,Life Sciences,1683,3,Female,3,1,Human Resources,4,Divorced,3195,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,57,38,62,64
SN00420,,Travel_Rarely,,Sales,18,1,Life Sciences,1399,1,Male,4,2,Sales Executive,3,Married,6232,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,67,44,74,64
SN00421,47.0,Travel_Frequently,1309.0,Sales,4,1,Medical,467,2,Male,3,2,Sales Representative,3,Single,2976,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,68,44,70,63
SN00422,37.0,Travel_Rarely,1107.0,Research & Development,14,3,Life Sciences,515,4,Female,3,1,Laboratory Technician,1,Divorced,3034,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,63,30,58,62
SN00424,57.0,Travel_Rarely,593.0,Research & Development,1,4,Medical,482,4,Male,3,2,Healthcare Representative,3,Married,6755,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,58,39,60,59
SN00426,32.0,Non-Travel,1146.0,Research & Development,15,4,Medical,1955,3,Female,3,2,Healthcare Representative,4,Divorced,6667,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2,76,53,90,82
SN00427,,Travel_Rarely,703.0,Sales,28,2,Marketing,641,1,Male,3,2,Sales Executive,2,Married,6272,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,69,50,71,77
SN00429,,Travel_Rarely,1142.0,Research & Development,23,4,Medical,75,3,Female,3,1,Laboratory Technician,1,Married,4014,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,63,44,68,67
SN00430,32.0,Non-Travel,300.0,Research & Development,1,3,Life Sciences,882,4,Male,3,1,Laboratory Technician,4,Divorced,2314,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,59,32,59,63
SN00434,36.0,Travel_Frequently,1480.0,Research & Development,0,2,Medical,238,4,Male,3,1,Laboratory Technician,2,Single,2088,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,50,44,66,69
SN00435,31.0,Travel_Rarely,828.0,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,64,40,58,62
SN00436,,Travel_Rarely,841.0,Research & Development,6,3,Other,164,3,Female,2,1,Research Scientist,2,Married,2368,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,60,46,71,62
SN00438,27.0,Travel_Rarely,608.0,Research & Development,1,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,Married,7412,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,59,43,66,66
SN00440,45.0,Travel_Rarely,974.0,Research & Development,1,4,Medical,996,4,Female,3,1,Laboratory Technician,4,Divorced,2270,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,61,36,62,63
SN00441,40.0,Travel_Frequently,530.0,Research & Development,1,4,Life Sciences,119,3,Male,2,4,Healthcare Representative,2,Married,13503,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,54,45,70,68
SN00442,47.0,Non-Travel,1162.0,Research & Development,1,1,Medical,2000,3,Female,3,3,Research Director,2,Married,11957,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12,60,48,71,70
SN00443,34.0,Travel_Rarely,629.0,Research & Development,27,2,Medical,247,4,Female,3,1,Research Scientist,2,Single,2311,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,66,43,65,68
SN00444,44.0,Travel_Rarely,200.0,Research & Development,29,4,Other,1225,4,Male,3,2,Research Scientist,4,Single,4541,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,61,47,73,68
SN00445,36.0,Travel_Frequently,607.0,Sales,7,3,Marketing,1362,1,Female,4,2,Sales Executive,1,Married,4639,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,62,32,64,63
SN00446,27.0,Non-Travel,1277.0,Research & Development,8,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,69,47,72,71
SN00448,39.0,Travel_Frequently,505.0,Research & Development,2,4,Technical Degree,343,3,Female,3,3,Healthcare Representative,3,Single,10938,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,48,26,57,58
SN00450,34.0,Non-Travel,697.0,Research & Development,0,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,54,31,62,59
SN00451,50.0,Travel_Frequently,809.0,Sales,12,3,Marketing,174,3,Female,3,3,Sales Executive,4,Single,9208,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,56,44,73,69
SN00452,41.0,Travel_Rarely,334.0,Sales,2,4,Life Sciences,410,4,Male,3,4,Manager,2,Single,16015,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,53,36,60,61
SN00454,39.0,Travel_Frequently,672.0,Research & Development,7,2,Medical,444,3,Male,2,5,Manager,4,Married,19272,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,52,31,64,60
SN00455,44.0,Travel_Rarely,1037.0,Research & Development,1,3,Medical,2020,2,Male,3,1,Research Scientist,4,Single,2436,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2,64,37,63,62
SN00456,33.0,Travel_Rarely,575.0,Research & Development,25,3,Life Sciences,1545,4,Male,2,2,Manufacturing Director,2,Single,4320,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,63,36,62,63
SN00457,33.0,Travel_Rarely,1216.0,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Divorced,7104,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,55,47,68,69
SN00458,,Travel_Rarely,1382.0,Sales,8,2,Other,2018,1,Female,3,2,Sales Executive,3,Divorced,4907,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4,51,44,68,64
SN00459,37.0,Travel_Rarely,367.0,Research & Development,25,2,Medical,1161,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,59,40,62,65
SN00460,37.0,Travel_Rarely,921.0,Research & Development,10,3,Medical,486,3,Female,3,1,Laboratory Technician,1,Married,3452,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,50,44,69,69
SN00462,,Travel_Rarely,977.0,Research & Development,2,1,Other,1992,4,Male,3,1,Laboratory Technician,3,Divorced,3977,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2,54,31,65,61
SN00463,30.0,Travel_Rarely,570.0,Sales,0,3,Marketing,456,4,Female,2,2,Sales Executive,3,Divorced,6118,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,56,39,61,59
SN00465,27.0,Non-Travel,1450.0,Research & Development,0,3,Medical,224,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,59,41,64,65
SN00466,44.0,Travel_Rarely,477.0,Research & Development,7,4,Medical,36,1,Female,2,3,Healthcare Representative,4,Married,10248,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,64,47,72,74
SN00467,23.0,Travel_Rarely,885.0,Research & Development,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,66,43,65,62
SN00468,43.0,Non-Travel,1344.0,Research & Development,7,3,Medical,262,4,Male,4,1,Research Scientist,4,Divorced,2089,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,60,43,67,71
SN00470,27.0,Travel_Frequently,1131.0,Research & Development,15,3,Life Sciences,1870,4,Female,2,1,Research Scientist,1,Married,4774,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,60,31,60,64
